MeterId,ProductName,SKU,Region,Location,Price,Currency,ServiceFamily,Unit,EffectiveDate,Type
3adbfa6b-55ec-4e61-80a0-d91428271100,Azure Database for MySQL Single Server Memory Optimized - Compute Gen5,vCore,norwayeast,NO East,862.0,USD,Databases,1 Hour,2025-06-01T00:00:00Z,Reservation
4caeba68-9815-5164-9053-70a4726e4878,Az DB for MySQL Flexible Server Storage,Additional IOPS,eastus2,US East 2,0.05,USD,Databases,1 IOPS/Month,2021-06-01T00:00:00Z,Consumption
4cc03ec1-2926-5b63-813d-387f88d5699d,Azure Database for MySQL Flexible Server Memory Optimized Edsv5 Series Compute,Standard_E48d_v5,eastus,US East,5.669,USD,Databases,1 Hour,2022-07-01T00:00:00Z,Consumption
4cdbac6a-5998-4bf1-ad4e-46da9a641991,Azure Database for MySQL Standard Compute,Standard,brazilsouth,BR South,0.002007,USD,Databases,1 Hour,2017-05-10T00:00:00Z,Consumption
4ce2f7e2-a20f-505f-a410-e97721b3c063,Azure Database for MySQL Flexible Server General Purpose Ddsv4 Series Compute,1 vCore,germanynorth,DE North,0.13195,USD,Databases,1 Hour,2021-08-01T00:00:00Z,Consumption
4cea62b2-57e9-5f95-bf5e-e5fbea89cbdf,Az DB for MySQL Flexible Server Storage,Storage GP Accelerated Logs,eastasia,AP East,0.07965,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
b75b802b-0dcf-5f0e-9067-6787b38777d6,Azure Database for MySQL Flexible Server�Memory Optimized�Edsv4 Series Compute,Standard_Eas,australiacentral2,AU Central 2,0.1418,USD,Databases,1 Hour,2025-06-01T00:00:00Z,Consumption
4d1e2b72-a02a-45d8-bef7-9a3d6e2eccea,Azure Database for MySQL Single Server - Backup Storage,Backup GRS,southeastasia,AP Southeast,0.24,USD,Databases,1 GB/Month,2018-05-01T00:00:00Z,Consumption
3e69cff6-e2bc-5fad-9bc0-adb347557f4f,Azure Database for MySQL Flexible Server General Purpose Dadsv5 Series Compute,vCore,germanynorth,DE North,0.13195,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
3e69cff6-e2bc-5fad-9bc0-adb347557f4f,Azure Database for MySQL Flexible Server General Purpose Dadsv5 Series Compute,vCore,germanynorth,DE North,694.0,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Reservation
3e69cff6-e2bc-5fad-9bc0-adb347557f4f,Azure Database for MySQL Flexible Server General Purpose Dadsv5 Series Compute,vCore,germanynorth,DE North,1387.0,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Reservation
36e384e6-77b2-5788-af87-3c2827693c33,Azure Database for MySQL Single Server Memory Optimized - Compute Gen5,vCore,swedencentral,SE Central,0.1429,USD,Databases,1 Hour,2025-06-01T00:00:00Z,Consumption
36e384e6-77b2-5788-af87-3c2827693c33,Azure Database for MySQL Single Server Memory Optimized - Compute Gen5,vCore,swedencentral,SE Central,784.0,USD,Databases,1 Hour,2025-06-01T00:00:00Z,Reservation
82508e99-a3e1-5578-a94c-ffb97d3af8be,Azure Database for MySQL Flexible Server Memory Optimized Eadsv5 Series Compute,vCore,brazilsouth,BR South,0.2481,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
82508e99-a3e1-5578-a94c-ffb97d3af8be,Azure Database for MySQL Flexible Server Memory Optimized Eadsv5 Series Compute,vCore,brazilsouth,BR South,1304.0,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Reservation
82508e99-a3e1-5578-a94c-ffb97d3af8be,Azure Database for MySQL Flexible Server Memory Optimized Eadsv5 Series Compute,vCore,brazilsouth,BR South,2608.0,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Reservation
4d91264a-4f04-5a3a-b3ab-b0f9a2797241,Azure Database for MySQL Flexible Server Burstable BS Series Compute,Standard_B4ms,koreasouth,KR South,0.362,USD,Databases,1 Hour,2022-12-01T00:00:00Z,Consumption
4d954acd-a09c-4a8e-b037-a129b0626180,Azure Database for MySQL Single Server Basic - Compute Gen5,2 vCore,westcentralus,US West Central,0.0816,USD,Databases,1 Hour,2018-05-01T00:00:00Z,Consumption
4da06d33-47a2-5f38-a470-5d53e512593c,Az DB for MySQL Flexible Server Storage,Additional IOPS,swedencentral,SE Central,0.06,USD,Databases,1 IOPS/Month,2022-11-01T00:00:00Z,Consumption
4dac16ff-ec0f-5346-8de3-a9f6d48c729d,Azure Database for MySQL Flexible Server Burstable BS Series Compute,B2S,switzerlandnorth,CH North,0.08756,USD,Databases,1 Hour,2021-10-01T00:00:00Z,Consumption
4dc88c87-c94f-5c75-aad4-37abfc5ba8a1,Azure Database for MySQL Flexible Server General Purpose Dv3 Series Compute,1 vCore,spaincentral,ES Central,0.0985,USD,Databases,1 Hour,2024-02-01T00:00:00Z,Consumption
4dcf3b89-87b8-4e41-9fa3-5b6d729a831d,Azure Database for MySQL Single Server Basic - Storage,Basic,usgovtexas,US Gov TX,0.125,USD,Databases,1 GB/Month,2018-03-28T00:00:00Z,Consumption
4de71d5e-e64b-53d8-9e3b-8829e9b97ff6,Azure Database for MySQL Flexible Server General Purpose Dadsv6 Series Compute,vCore,northcentralus,US North Central,0.0855,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
4de71d5e-e64b-53d8-9e3b-8829e9b97ff6,Azure Database for MySQL Flexible Server General Purpose Dadsv6 Series Compute,vCore,northcentralus,US North Central,449.0,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Reservation
4de71d5e-e64b-53d8-9e3b-8829e9b97ff6,Azure Database for MySQL Flexible Server General Purpose Dadsv6 Series Compute,vCore,northcentralus,US North Central,899.0,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Reservation
4dfd6b77-95fa-5091-9e5a-39dd65bc6ee4,Azure Database for MySQL Flexible Server Memory Optimized Edsv5 Series Compute,Standard_E96d_v5,southeastasia,AP Southeast,13.613,USD,Databases,1 Hour,2022-07-01T00:00:00Z,Consumption
4e11e341-c917-5cbf-b69a-1c494cd7dc6b,Azure Database for MySQL Flexible Server General Purpose Ddsv5 Series Compute,1 vCore,germanynorth,DE North,0.13195,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
0eb74eb9-9387-57e2-aeb9-a6bbdac54b31,Azure Database for MySQL Flexible Server�Memory Optimized�Edsv4 Series Compute,Standard_E80,indonesiacentral,ID Central,10.2096,USD,Databases,1 Hour,2025-06-01T00:00:00Z,Consumption
4e3e7c67-e670-554d-9e0a-62189d3593e4,Az DB for MySQL Flexible Server Storage,PMD LRS,chilecentral,CL Central,84.0,USD,Databases,1 GB/Month,2025-04-01T00:00:00Z,Consumption
4e47e689-ef60-587f-8e9a-73229b730a51,Azure Database for MySQL Flexible Server Memory Optimized Edsv5 Series Compute,Standard_E16d_v5,newzealandnorth,NZ North,2.38245,USD,Databases,1 Hour,2024-09-01T00:00:00Z,Consumption
1df6540f-f01d-5016-8257-2fd68dc8d7eb,Azure Database for MySQL Flexible Server Business Critical Ev3 Series Compute,2 vCore,austriaeast,AT East,0.1429,USD,Databases,1 Hour,2025-05-01T00:00:00Z,Consumption
4e9a0241-96bb-5430-9f01-537c4486c89c,Azure Database for MySQL Flexible Server Burstable BS Series Compute,B2S,koreasouth,KR South,0.0904,USD,Databases,1 Hour,2022-12-01T00:00:00Z,Consumption
d2ae7a18-3ceb-531f-9bd1-322d38a5ea81,Azure Database for MySQL Flexible Server�Memory Optimized�Edsv4 Series Compute,vCore,japanwest,JA West,0.1425,USD,Databases,1 Hour,2025-06-01T00:00:00Z,Consumption
d2ae7a18-3ceb-531f-9bd1-322d38a5ea81,Azure Database for MySQL Flexible Server�Memory Optimized�Edsv4 Series Compute,vCore,japanwest,JA West,751.0,USD,Databases,1 Hour,2025-06-01T00:00:00Z,Reservation
d2ae7a18-3ceb-531f-9bd1-322d38a5ea81,Azure Database for MySQL Flexible Server�Memory Optimized�Edsv4 Series Compute,vCore,japanwest,JA West,1502.0,USD,Databases,1 Hour,2025-06-01T00:00:00Z,Reservation
4eac53bd-a644-586a-b365-3d7ac9d2ab61,Az DB for MySQL Flexible Server Storage,Additional IOPS,chilecentral,CL Central,0.07,USD,Databases,1 IOPS/Month,2025-04-01T00:00:00Z,Consumption
61caa96b-f892-40be-9ddb-77945ec57d4f,Azure Database for MySQL Single Server Memory Optimized - Compute Gen5,vCore,koreasouth,KR South,0.1418,USD,Databases,1 Hour,2025-06-01T00:00:00Z,Consumption
61caa96b-f892-40be-9ddb-77945ec57d4f,Azure Database for MySQL Single Server Memory Optimized - Compute Gen5,vCore,koreasouth,KR South,795.0,USD,Databases,1 Hour,2025-06-01T00:00:00Z,Reservation
4ec7f5c9-5734-5742-ade1-3e6ee339c771,Azure Database for MySQL Flexible Server General Purpose Dadsv5 Series Compute,1 vCore,italynorth,IT North,0.1015,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
4ecc75a6-5af7-5bec-b978-18196c6ab94f,Az DB for MySQL Flexible Server Storage,Additional IOPS ZRS,austriaeast,AT East,0.06,USD,Databases,1 IOPS/Month,2025-05-01T00:00:00Z,Consumption
4edf85e9-675f-56f9-a6fc-0451dd7e5992,Azure Database for MySQL Flexible Server General Purpose Dv3 Series Compute,1 vCore,chilecentral,CL Central,0.1197,USD,Databases,1 Hour,2025-04-01T00:00:00Z,Consumption
4f3823c0-f095-5464-8d94-4471033b7e40,Azure Database for MySQL Flexible Server General Purpose Dadsv5 Series Compute,1 vCore,westus,US West,0.0975,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
4f444a77-f72b-589d-87bf-a7aa72992670,Azure Database for MySQL Flexible Server Memory Optimized Edsv6 Series Compute,1 vCore,germanywestcentral,DE West Central,0.15353,USD,Databases,1 Hour,2025-08-01T00:00:00Z,Consumption
4f4db97f-2721-565a-bc36-4ad047dd0d79,Az DB for MySQL Flexible Server Storage,Storage ZRS,centralindia,IN Central,0.262,USD,Databases,1 GB/Month,2025-01-01T00:00:00Z,Consumption
4f524f9e-2461-5728-a666-18fec56f9461,Azure Database for MySQL Flexible Server General Purpose Dadsv6 Series Compute,vCore,japaneast,JA East,0.1175,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
4f524f9e-2461-5728-a666-18fec56f9461,Azure Database for MySQL Flexible Server General Purpose Dadsv6 Series Compute,vCore,japaneast,JA East,618.0,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Reservation
4f524f9e-2461-5728-a666-18fec56f9461,Azure Database for MySQL Flexible Server General Purpose Dadsv6 Series Compute,vCore,japaneast,JA East,1235.0,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Reservation
4f525cf0-64c2-5d58-bf04-863711a201d3,Azure Database for MySQL Flexible Server General Purpose Dadsv6 Series Compute,1 vCore,westcentralus,US West Central,0.1026,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
4f6387c8-41d8-4580-a9cf-6deae3574a68,Azure Database for MySQL Single Server General Purpose - Compute Gen5,1 vCore,southafricawest,ZA West,0.1472,USD,Databases,1 Hour,2019-03-01T00:00:00Z,Consumption
4f6c0c7b-1676-5975-a214-ced24b977c54,Az DB for MySQL Flexible Server Storage,PMD LRS,francesouth,FR South,97.5,USD,Databases,1 GB/Month,2023-03-01T00:00:00Z,Consumption
bbe5eed2-0032-58e8-8129-39332e5b1425,Azure Database for MySQL Flexible Server Memory Optimized Eadsv5 Series Compute,vCore,francesouth,FR South,0.182,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
bbe5eed2-0032-58e8-8129-39332e5b1425,Azure Database for MySQL Flexible Server Memory Optimized Eadsv5 Series Compute,vCore,francesouth,FR South,957.0,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Reservation
bbe5eed2-0032-58e8-8129-39332e5b1425,Azure Database for MySQL Flexible Server Memory Optimized Eadsv5 Series Compute,vCore,francesouth,FR South,1913.0,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Reservation
4f73a13d-7fb6-5371-bc16-49c37c5ca88f,Azure Database for MySQL Flexible Server General Purpose Dadsv6 Series Compute,vCore,australiacentral,AU Central,0.1175,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
4f73a13d-7fb6-5371-bc16-49c37c5ca88f,Azure Database for MySQL Flexible Server General Purpose Dadsv6 Series Compute,vCore,australiacentral,AU Central,618.0,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Reservation
4f73a13d-7fb6-5371-bc16-49c37c5ca88f,Azure Database for MySQL Flexible Server General Purpose Dadsv6 Series Compute,vCore,australiacentral,AU Central,1235.0,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Reservation
4f7da7fe-8053-58fe-9215-a00a14e0b82b,Azure Database for MySQL Flexible Server General Purpose Dadsv6 Series Compute,vCore,koreacentral,KR Central,0.118,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
4f7da7fe-8053-58fe-9215-a00a14e0b82b,Azure Database for MySQL Flexible Server General Purpose Dadsv6 Series Compute,vCore,koreacentral,KR Central,620.0,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Reservation
4f7da7fe-8053-58fe-9215-a00a14e0b82b,Azure Database for MySQL Flexible Server General Purpose Dadsv6 Series Compute,vCore,koreacentral,KR Central,1240.0,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Reservation
4f817d45-db29-5e43-a408-7bd9cce17350,Az DB for MySQL Flexible Server Storage,Paid IO LRS,centralus,US Central,0.246,USD,Databases,1M,2022-10-01T00:00:00Z,Consumption
4f97dbb9-27a4-496f-ad57-a0e483b92171,Azure Database for MySQL General Purpose - Large-Scale Storage,General Purpose,southindia,IN South,0.0719,USD,Databases,1 GB/Month,2019-02-01T00:00:00Z,Consumption
4f9b2de8-6f73-5269-852f-fad7844a0ff9,Azure Database for MySQL Flexible Server Memory Optimized Easv6 Series Compute,1 vCore,newzealandnorth,NZ North,0.14889,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
4fa8e6e9-4603-468d-8549-1eeb28324a16,Azure Database for MySQL Standard Storage,Standard,eastasia,AP East,0.112102,USD,Databases,1 GB/Month,2017-05-01T00:00:00Z,Consumption
4fb43290-4051-45f2-b23e-e68dcfee7b36,Azure Database for MySQL Single Server - Backup Storage,Backup LRS,eastus,US East,0.1,USD,Databases,1 GB/Month,2018-05-01T00:00:00Z,Consumption
4fb71a37-b939-5ee6-af90-393b6a20626b,Azure Database for MySQL Flexible Server General Purpose Dadsv6 Series Compute,1 vCore,westeurope,EU West,0.1015,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
4fc237bc-3566-5331-b3d1-27927c684203,Azure Database for MySQL Flexible Server Memory Optimized Edsv5 Series Compute,Standard_E104id_v5,malaysiawest,MY West,13.2723,USD,Databases,1 Hour,2025-04-01T00:00:00Z,Consumption
4fccd463-3235-5be2-9cbb-9e4cc1a4da33,Azure Database for MySQL Flexible Server General Purpose Dadsv5 Series Compute,1 vCore,westus3,US West 3,0.0855,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
ffa60c74-23f7-505b-b479-ed7c0eb93ae3,Azure Database for MySQL Flexible Server General Purpose Ddsv5 Series Compute,vCore,spaincentral,ES Central,0.0985,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
ffa60c74-23f7-505b-b479-ed7c0eb93ae3,Azure Database for MySQL Flexible Server General Purpose Ddsv5 Series Compute,vCore,spaincentral,ES Central,518.0,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Reservation
ffa60c74-23f7-505b-b479-ed7c0eb93ae3,Azure Database for MySQL Flexible Server General Purpose Ddsv5 Series Compute,vCore,spaincentral,ES Central,1035.0,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Reservation
4fde4d11-3a2f-5fa2-94ad-2efa1720c736,Azure Database for MySQL Flexible Server General Purpose Dasv6 Series Compute,1 vCore,centralus,US Central,0.096615,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
56d7725f-2026-4385-bb9a-de319aef7ec9,Azure Database for MySQL Single Server General Purpose - Compute Gen5,vCore,westus,US West,0.1024,USD,Databases,1 Hour,2025-06-01T00:00:00Z,Consumption
56d7725f-2026-4385-bb9a-de319aef7ec9,Azure Database for MySQL Single Server General Purpose - Compute Gen5,vCore,westus,US West,594.0,USD,Databases,1 Hour,2025-06-01T00:00:00Z,Reservation
500d22b2-dad4-5884-b444-7aaf31ad6868,Az DB for MySQL Flexible Server Storage,Storage,centralus,US Central,0.13,USD,Databases,1 GB/Month,2021-06-01T00:00:00Z,Consumption
50164ba9-116a-5a40-93d0-39ca802b3935,Azure Database for MySQL Flexible Server Burstable BS Series Compute,B1MS,qatarcentral,QA Central,0.02,USD,Databases,1 Hour,2022-07-05T00:00:00Z,Consumption
50311779-9202-561c-bde4-239964be0e13,Az DB for MySQL Flexible Server Storage,Storage GP Accelerated Logs,ukwest,UK West,0.06732,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
5032d210-1472-5dd1-9d56-a686bec67391,Azure Database for MySQL Flexible Server Burstable BS Series Compute,Standard_B16ms,koreasouth,KR South,1.446,USD,Databases,1 Hour,2022-12-01T00:00:00Z,Consumption
505616e0-7041-5d5a-a9ce-972ff3616cb1,Azure Database for MySQL Flexible Server Memory Optimized Edsv5 Series Compute,Standard_E8d_v5,newzealandnorth,NZ North,1.1907,USD,Databases,1 Hour,2024-09-01T00:00:00Z,Consumption
75e11bc9-9451-5076-bc0c-3ca51939f19b,Azure Database for MySQL Flexible Server�Memory Optimized�Edsv4 Series Compute,Standard_Eas,canadaeast,CA East,0.1299,USD,Databases,1 Hour,2025-06-01T00:00:00Z,Consumption
50921d00-d564-5c1b-899f-99e7041f7c2b,Azure Database for MySQL Flexible Server General Purpose Dsv6 Series Compute,1 vCore,usgovvirginia,US Gov Virginia,0.0955,USD,Databases,1 Hour,2025-08-01T00:00:00Z,Consumption
50c22b74-93d6-5877-ad71-8516974fca58,Azure Database for MySQL Flexible Server Memory Optimized Edsv5 Series Compute,Standard_E96d_v5,canadacentral,CA Central,12.47,USD,Databases,1 Hour,2022-07-01T00:00:00Z,Consumption
50c86a87-8541-5f0f-83d9-7b85c4f7c0e1,Azure Database for MySQL Flexible Server Memory Optimized Esv6 Series Compute,1 vCore,koreacentral,KR Central,0.134865,USD,Databases,1 Hour,2025-08-01T00:00:00Z,Consumption
890b6818-0e2f-5c81-988c-982b19a993c0,Azure Database for MySQL Flexible Server General Purpose Ddsv5 Series Compute,vCore,uaecentral,AE Central,0.1352,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
890b6818-0e2f-5c81-988c-982b19a993c0,Azure Database for MySQL Flexible Server General Purpose Ddsv5 Series Compute,vCore,uaecentral,AE Central,711.0,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Reservation
890b6818-0e2f-5c81-988c-982b19a993c0,Azure Database for MySQL Flexible Server General Purpose Ddsv5 Series Compute,vCore,uaecentral,AE Central,1421.0,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Reservation
50e365d3-7adc-5bf3-b4aa-16925dcc2d4a,Azure Database for MySQL Flexible Server Memory Optimized Easv6 Series Compute,1 vCore,polandcentral,PL Central,0.1429,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
50f67819-8df1-5e54-8122-202040abcd68,Az DB for MySQL Flexible Server Storage,Paid IO ZRS,southindia,IN South,0.3775,USD,Databases,1M,2022-10-01T00:00:00Z,Consumption
de87dc93-5358-5daa-81c5-43b0d35f42ec,Azure Database for MySQL Flexible Server Memory Optimized Eadsv6 Series Compute,vCore,belgiumcentral,BE Central,0.1429,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Consumption
680f6ca3-32ae-565a-aa70-2d0a79c3f920,Azure Database for MySQL Flexible Server General Purpose Dasv6 Series Compute,vCore,eastasia,AP East,0.12925,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
680f6ca3-32ae-565a-aa70-2d0a79c3f920,Azure Database for MySQL Flexible Server General Purpose Dasv6 Series Compute,vCore,eastasia,AP East,679.0,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Reservation
680f6ca3-32ae-565a-aa70-2d0a79c3f920,Azure Database for MySQL Flexible Server General Purpose Dasv6 Series Compute,vCore,eastasia,AP East,1359.0,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Reservation
51238f63-c097-58e0-bce9-84787b1053e3,Azure Database for MySQL Flexible Server Memory Optimized Edsv5 Series Compute,Standard_E32d_v5,japaneast,JA East,4.538,USD,Databases,1 Hour,2022-07-01T00:00:00Z,Consumption
514f2f56-c9dc-5e98-bd25-a088f15d9d5c,Azure Database for MySQL Single Server Basic - Storage,Basic,indonesiacentral,ID Central,0.1,USD,Databases,1 GB/Month,2025-05-01T00:00:00Z,Consumption
51571d2d-812b-5e18-bbae-dd14e9e8cbf6,Azure Database for MySQL Flexible Server Burstable BS Series Compute,Standard_B20ms,qatarcentral,QA Central,1.6,USD,Databases,1 Hour,2025-03-01T00:00:00Z,Consumption
5158cbb7-3614-5e20-b4d6-e5254555d6ab,Azure Database for MySQL Flexible Server Business Critical Ev3 Series Compute,1 vCore,newzealandnorth,NZ North,0.14889,USD,Databases,1 Hour,2024-09-01T00:00:00Z,Consumption
515f98f5-7bdf-56a7-8d0a-f3873c9e903a,Azure Database for MySQL Flexible Server General Purpose Dadsv5 Series Compute,1 vCore,brazilsouth,BR South,0.1155,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
5169bdcf-4454-5d35-ac1a-3bf443d73841,Azure Database for MySQL Standard Compute,Standard,swedencentral,SE Central,0.001158,USD,Databases,1 Hour,2021-06-08T00:00:00Z,Consumption
516b0e17-d545-502e-9da6-c8530b0978cd,Azure Database for MySQL Flexible Server Memory Optimized Eadsv5 Series Compute,1 vCore,westus2,US West 2,0.1181,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
76f58758-5ddb-5f1e-9ae5-2d050028261f,Azure Database for MySQL Flexible Server Confidential Compute ECadsv6 Series,vCore,eastus2,US East 2,0.1181,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
76f58758-5ddb-5f1e-9ae5-2d050028261f,Azure Database for MySQL Flexible Server Confidential Compute ECadsv6 Series,vCore,eastus2,US East 2,621.0,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Reservation
76f58758-5ddb-5f1e-9ae5-2d050028261f,Azure Database for MySQL Flexible Server Confidential Compute ECadsv6 Series,vCore,eastus2,US East 2,1241.0,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Reservation
5175c0d6-41c5-5f7a-b622-a8e53863e7f2,Azure Database for MySQL Flexible Server Business Critical Ev3 Series Compute,1 vCore,southcentralus,US South Central,0.1418,USD,Databases,1 Hour,2022-05-01T00:00:00Z,Consumption
f5f43c83-cc91-4b8f-a5d9-aeb6534b1ec4,Azure Database for MySQL Single Server General Purpose - Compute Gen5,vCore,usgovvirginia,US Gov Virginia,0.1095,USD,Databases,1 Hour,2025-06-01T00:00:00Z,Consumption
f5f43c83-cc91-4b8f-a5d9-aeb6534b1ec4,Azure Database for MySQL Single Server General Purpose - Compute Gen5,vCore,usgovvirginia,US Gov Virginia,581.0,USD,Databases,1 Hour,2025-06-01T00:00:00Z,Reservation
5193f6f6-c49a-5b33-b62c-d199e1c47e11,Azure Database for MySQL Flexible Server Memory Optimized Esv6 Series Compute,1 vCore,southindia,IN South,0.150849,USD,Databases,1 Hour,2025-08-01T00:00:00Z,Consumption
d98a75b2-f668-5266-aa69-4dc2be7ebd76,Azure Database for MySQL Flexible Server Confidential Compute ECadsv6 Series,vCore,koreasouth,KR South,0.1418,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
d98a75b2-f668-5266-aa69-4dc2be7ebd76,Azure Database for MySQL Flexible Server Confidential Compute ECadsv6 Series,vCore,koreasouth,KR South,745.0,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Reservation
d98a75b2-f668-5266-aa69-4dc2be7ebd76,Azure Database for MySQL Flexible Server Confidential Compute ECadsv6 Series,vCore,koreasouth,KR South,1491.0,USD,Databases,1 Hour,2025-09-01T00:00:00Z,Reservation
51ae2e29-adde-535f-9677-69ec31914cd1,Azure Database for MySQL Flexible Server Memory Optimized Edsv5 Series Compute,Standard_E104id_v5,northcentralus,US North Central,12.282,USD,Databases,1 Hour,2022-07-01T00:00:00Z,Consumption
51c9a131-d201-5f4b-8324-1a2d4210175e,Az DB for MySQL Flexible Server Storage,Additional IOPS ZRS,eastus,US East,0.05,USD,Databases,1 IOPS/Month,2025-01-01T00:00:00Z,Consumption
51e0ffe6-fd34-554c-a919-f29baabce811,Az DB for MySQL Flexible Server Storage,Paid IO ZRS,chilecentral,CL Central,0.35,USD,Databases,1M,2025-04-01T00:00:00Z,Consumption
d9060897-1e93-4b8f-84e5-36b66e09273c,Azure Database for MySQL Single Server General Purpose - Compute Gen4,vCore,usgovvirginia,US Gov Virginia,0.1095,USD,Databases,1 Hour,2018-03-28T00:00:00Z,Consumption
52381b5f-391e-5745-a9fe-0f6f8fe13caf,Azure Database for MySQL Flexible Server Burstable BS Series Compute,Basic,australiacentral2,AU Central 2,0.0123,USD,Databases,1 Hour,2023-05-01T00:00:00Z,Consumption
5243172f-7614-5832-9a12-1ec3b9d68663,Azure Database for MySQL Flexible Server General Purpose Dasv6 Series Compute,1 vCore,westus3,US West 3,0.0855,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
527bbe9a-8d01-5421-a814-136c74defd32,Azure Database for MySQL Flexible Server General Purpose Dsv6 Series Compute,1 vCore,germanywestcentral,DE West Central,0.09932,USD,Databases,1 Hour,2025-08-01T00:00:00Z,Consumption
527ffb19-23e0-580d-815b-ce64c9e6490e,Azure Database for MySQL Single Server Basic - Compute Gen5,1 vCore,chilecentral,CL Central,0.0476,USD,Databases,1 Hour,2025-04-01T00:00:00Z,Consumption
52903d27-8d2f-5157-86d5-f7665a27ff73,Azure Database for MySQL Flexible Server Burstable BS Series Compute,Basic,swedencentral,SE Central,0.00995,USD,Databases,1 Hour,2025-03-01T00:00:00Z,Consumption
153ddfc0-1c6a-55c7-b072-93b9fd4401de,Azure Database for MySQL Flexible Server General Purpose Ddsv4 Series Compute,32 vCore,austriaeast,AT East,3.248,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
153ddfc0-1c6a-55c7-b072-93b9fd4401de,Azure Database for MySQL Flexible Server General Purpose Ddsv4 Series Compute,Standard_D48as,austriaeast,AT East,4.872,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
52a43d6b-08d2-50c5-a5d1-91c2b84f9a5e,Azure Database for MySQL Flexible Server General Purpose Ddsv5 Series Compute,1 vCore,usgovvirginia,US Gov Virginia,0.1025,USD,Databases,1 Hour,2025-07-01T00:00:00Z,Consumption
52b03016-7617-4c78-b67a-00d920c33949,Azure Database for MySQL Single Server General Purpose - Storage,General Purpose,centralindia,IN Central,0.1311,USD,Databases,1 GB/Month,2018-05-01T00:00:00Z,Consumption
c03c0095-c71b-5161-b5db-becb17f622e3,Azure Database for MySQL Flexible Server General Purpose Dv3 Series Compute,32 vCore,austriaeast,AT East,0.1015,USD,Databases,1 Hour,2025-05-01T00:00:00Z,Consumption
52b5e48b-9d4c-56a6-a7fc-48905b24f039,Azure Database for MySQL Flexible Server Memory Optimized Edsv5 Series Compute,Standard_E16d_v5,koreacentral,KR Central,2.269,USD,Databases,1 Hour,2022-07-01T00:00:00Z,Consumption
52b80d81-1518-5033-acda-ee226ecf47e6,Azure Database for MySQL Flexible Server Memory Optimized Edsv5 Series Compute,Standard_E20d_v5,norwayeast,NO East,3.144,USD,Databases,1 Hour,2022-07-01T00:00:00Z,Consumption
